Partido,Temporada,Jornada,Local,Visitante,Goles Local,Goles Visitante,Fecha,Timestamp
346,1942-43,5,Granada,Celta de Vigo,3,1,25/10/1942,-857926800.0
347,1942-43,5,Real Madrid,Castellon,0,0,25/10/1942,-857926800.0
348,1942-43,5,Sevilla,Atletico Aviacion,2,1,25/10/1942,-857926800.0
349,1942-43,5,Valencia,Real Oviedo,7,0,25/10/1942,-857926800.0
350,1942-43,6,Atletico Aviacion,Granada,7,1,01/11/1942,-857322000.0
351,1942-43,6,Betis,Deportivo,1,1,01/11/1942,-857322000.0
352,1942-43,6,Castellon,Barcelona,0,2,01/11/1942,-857322000.0
353,1942-43,6,Celta de Vigo,Real Madrid,2,1,01/11/1942,-857322000.0
354,1942-43,6,Espanyol,Sevilla,1,2,01/11/1942,-857322000.0
355,1942-43,6,Real Oviedo,Athletic Club,3,3,01/11/1942,-857322000.0
356,1942-43,6,Real Zaragoza,Valencia,0,0,01/11/1942,-857322000.0
357,1942-43,7,Barcelona,Celta de Vigo,8,0,08/11/1942,-856717200.0
358,1942-43,7,Deportivo,Castellon,0,1,08/11/1942,-856717200.0
359,1942-43,7,Granada,Espanyol,2,2,08/11/1942,-856717200.0
360,1942-43,7,Real Madrid,Atletico Aviacion,1,3,08/11/1942,-856717200.0
361,1942-43,7,Sevilla,Real Oviedo,0,5,08/11/1942,-856717200.0
362,1942-43,7,Valencia,Athletic Club,2,2,08/11/1942,-856717200.0
363,1942-43,7,Real Zaragoza,Betis,1,0,08/11/1942,-856717200.0
364,1942-43,8,Athletic Club,Sevilla,5,0,15/11/1942,-856112400.0
365,1942-43,8,Atletico Aviacion,Barcelona,4,0,15/11/1942,-856112400.0
366,1942-43,8,Betis,Valencia,2,2,15/11/1942,-856112400.0
367,1942-43,8,Celta de Vigo,Deportivo,0,1,15/11/1942,-856112400.0
368,1942-43,8,Espanyol,Real Madrid,4,2,15/11/1942,-856112400.0
369,1942-43,8,Real Oviedo,Granada,4,2,15/11/1942,-856112400.0
370,1942-43,8,Castellon,Real Zaragoza,3,0,17/11/1942,-855939600.0
371,1942-43,9,Barcelona,Espanyol,2,0,22/11/1942,-855507600.0
372,1942-43,9,Betis,Castellon,1,1,22/11/1942,-855507600.0
373,1942-43,9,Deportivo,Atletico Aviacion,0,0,22/11/1942,-855507600.0
374,1942-43,9,Granada,Athletic Club,1,3,22/11/1942,-855507600.0
375,1942-43,9,Real Madrid,Real Oviedo,2,1,22/11/1942,-855507600.0
376,1942-43,9,Valencia,Sevilla,4,2,22/11/1942,-855507600.0
377,1942-43,9,Real Zaragoza,Celta de Vigo,1,2,22/11/1942,-855507600.0
378,1942-43,10,Athletic Club,Real Madrid,3,2,29/11/1942,-854902800.0
379,1942-43,10,Atletico Aviacion,Real Zaragoza,3,1,29/11/1942,-854902800.0
380,1942-43,10,Castellon,Valencia,1,0,29/11/1942,-854902800.0
381,1942-43,10,Celta de Vigo,Betis,4,2,29/11/1942,-854902800.0
382,1942-43,10,Espanyol,Deportivo,1,1,29/11/1942,-854902800.0
383,1942-43,10,Real Oviedo,Barcelona,3,2,29/11/1942,-854902800.0
384,1942-43,10,Sevilla,Granada,3,2,29/11/1942,-854902800.0
385,1942-43,11,Barcelona,Athletic Club,1,3,06/12/1942,-854298000.0
386,1942-43,11,Betis,Atletico Aviacion,1,2,06/12/1942,-854298000.0
387,1942-43,11,Castellon,Celta de Vigo,5,0,06/12/1942,-854298000.0
388,1942-43,11,Deportivo,Real Oviedo,0,1,06/12/1942,-854298000.0
389,1942-43,11,Real Madrid,Sevilla,1,1,06/12/1942,-854298000.0
390,1942-43,11,Valencia,Granada,3,2,06/12/1942,-854298000.0
391,1942-43,11,Real Zaragoza,Espanyol,4,2,06/12/1942,-854298000.0
392,1942-43,12,Athletic Club,Deportivo,0,2,13/12/1942,-853693200.0
393,1942-43,12,Atletico Aviacion,Castellon,5,1,13/12/1942,-853693200.0
394,1942-43,12,Espanyol,Betis,3,0,13/12/1942,-853693200.0
395,1942-43,12,Granada,Real Madrid,1,0,13/12/1942,-853693200.0
396,1942-43,12,Real Oviedo,Real Zaragoza,1,1,13/12/1942,-853693200.0
397,1942-43,12,Sevilla,Barcelona,4,2,13/12/1942,-853693200.0
398,1942-43,12,Valencia,Celta de Vigo,1,1,13/12/1942,-853693200.0
399,1942-43,13,Barcelona,Granada,5,2,27/12/1942,-852483600.0
400,1942-43,13,Betis,Real Oviedo,1,2,27/12/1942,-852483600.0
401,1942-43,13,Castellon,Espanyol,2,1,27/12/1942,-852483600.0
402,1942-43,13,Celta de Vigo,Atletico Aviacion,1,1,27/12/1942,-852483600.0
403,1942-43,13,Deportivo,Sevilla,1,1,27/12/1942,-852483600.0
404,1942-43,13,Real Madrid,Valencia,0,1,27/12/1942,-852483600.0
405,1942-43,13,Real Zaragoza,Athletic Club,0,1,27/12/1942,-852483600.0
406,1942-43,14,Atletico Aviacion,Valencia,1,1,10/01/1943,-851274000.0
407,1942-43,14,Barcelona,Real Madrid,5,5,10/01/1943,-851274000.0
408,1942-43,14,Betis,Athletic Club,3,1,10/01/1943,-851274000.0
409,1942-43,14,Castellon,Real Oviedo,3,0,10/01/1943,-851274000.0
410,1942-43,14,Celta de Vigo,Espanyol,3,2,10/01/1943,-851274000.0
411,1942-43,14,Deportivo,Granada,2,2,10/01/1943,-851274000.0
412,1942-43,14,Real Zaragoza,Sevilla,3,4,10/01/1943,-851274000.0
413,1942-43,15,Athletic Club,Castellon,4,0,17/01/1943,-850669200.0
414,1942-43,15,Espanyol,Atletico Aviacion,4,2,17/01/1943,-850669200.0
415,1942-43,15,Granada,Real Zaragoza,1,1,17/01/1943,-850669200.0
416,1942-43,15,Real Madrid,Deportivo,4,3,17/01/1943,-850669200.0
417,1942-43,15,Real Oviedo,Celta de Vigo,1,0,17/01/1943,-850669200.0
418,1942-43,15,Sevilla,Betis,5,0,17/01/1943,-850669200.0
419,1942-43,15,Valencia,Barcelona,2,4,17/01/1943,-850669200.0
420,1942-43,16,Atletico Aviacion,Real Oviedo,3,0,24/01/1943,-850064400.0
421,1942-43,16,Betis,Granada,0,1,24/01/1943,-850064400.0
422,1942-43,16,Castellon,Sevilla,2,0,24/01/1943,-850064400.0
423,1942-43,16,Celta de Vigo,Athletic Club,4,1,24/01/1943,-850064400.0
424,1942-43,16,Deportivo,Barcelona,2,2,24/01/1943,-850064400.0
425,1942-43,16,Espanyol,Valencia,1,0,24/01/1943,-850064400.0
426,1942-43,16,Real Zaragoza,Real Madrid,0,2,24/01/1943,-850064400.0
427,1942-43,17,Athletic Club,Atletico Aviacion,5,2,31/01/1943,-849459600.0
428,1942-43,17,Barcelona,Real Zaragoza,4,1,31/01/1943,-849459600.0
429,1942-43,17,Granada,Castellon,1,2,31/01/1943,-849459600.0
430,1942-43,17,Real Madrid,Betis,3,1,31/01/1943,-849459600.0
431,1942-43,17,Real Oviedo,Espanyol,3,1,31/01/1943,-849459600.0
432,1942-43,17,Sevilla,Celta de Vigo,2,0,31/01/1943,-849459600.0
433,1942-43,17,Valencia,Deportivo,1,0,31/01/1943,-849459600.0
434,1942-43,18,Atletico Aviacion,Sevilla,1,0,07/02/1943,-848854800.0
435,1942-43,18,Betis,Barcelona,0,2,07/02/1943,-848854800.0
436,1942-43,18,Castellon,Real Madrid,3,0,07/02/1943,-848854800.0
437,1942-43,18,Celta de Vigo,Granada,8,3,07/02/1943,-848854800.0
438,1942-43,18,Espanyol,Athletic Club,2,2,07/02/1943,-848854800.0
439,1942-43,18,Real Oviedo,Valencia,4,1,07/02/1943,-848854800.0
440,1942-43,18,Real Zaragoza,Deportivo,1,1,07/02/1943,-848854800.0
441,1942-43,19,Athletic Club,Real Oviedo,8,1,14/02/1943,-848250000.0
442,1942-43,19,Barcelona,Castellon,7,1,14/02/1943,-848250000.0
443,1942-43,19,Deportivo,Betis,0,0,14/02/1943,-848250000.0
444,1942-43,19,Granada,Atletico Aviacion,3,1,14/02/1943,-848250000.0
445,1942-43,19,Real Madrid,Celta de Vigo,2,4,14/02/1943,-848250000.0
446,1942-43,19,Sevilla,Espanyol,4,2,14/02/1943,-848250000.0
447,1942-43,19,Valencia,Real Zaragoza,7,0,14/02/1943,-848250000.0
448,1942-43,20,Athletic Club,Valencia,5,1,21/02/1943,-847645200.0
449,1942-43,20,Atletico Aviacion,Real Madrid,2,1,21/02/1943,-847645200.0
450,1942-43,20,Betis,Real Zaragoza,1,1,21/02/1943,-847645200.0
451,1942-43,20,Castellon,Deportivo,3,1,21/02/1943,-847645200.0
452,1942-43,20,Celta de Vigo,Barcelona,4,2,21/02/1943,-847645200.0
453,1942-43,20,Espanyol,Granada,2,1,21/02/1943,-847645200.0
454,1942-43,20,Real Oviedo,Sevilla,4,4,21/02/1943,-847645200.0
455,1942-43,21,Barcelona,Atletico Aviacion,5,0,28/02/1943,-847040400.0
456,1942-43,21,Deportivo,Celta de Vigo,3,1,28/02/1943,-847040400.0
457,1942-43,21,Granada,Real Oviedo,3,1,28/02/1943,-847040400.0
458,1942-43,21,Real Madrid,Espanyol,7,0,28/02/1943,-847040400.0
459,1942-43,21,Sevilla,Athletic Club,2,0,28/02/1943,-847040400.0
460,1942-43,21,Valencia,Betis,8,3,28/02/1943,-847040400.0
461,1942-43,21,Real Zaragoza,Castellon,0,0,28/02/1943,-847040400.0
462,1942-43,22,Athletic Club,Granada,4,1,07/03/1943,-846435600.0
463,1942-43,22,Atletico Aviacion,Deportivo,1,2,07/03/1943,-846435600.0
464,1942-43,22,Castellon,Betis,3,0,07/03/1943,-846435600.0
465,1942-43,22,Celta de Vigo,Real Zaragoza,3,2,07/03/1943,-846435600.0
466,1942-43,22,Espanyol,Barcelona,1,3,07/03/1943,-846435600.0
467,1942-43,22,Real Oviedo,Real Madrid,3,4,07/03/1943,-846435600.0
468,1942-43,22,Sevilla,Valencia,3,1,07/03/1943,-846435600.0
469,1942-43,23,Barcelona,Real Oviedo,6,2,14/03/1943,-845830800.0
470,1942-43,23,Betis,Celta de Vigo,1,3,14/03/1943,-845830800.0
471,1942-43,23,Deportivo,Espanyol,2,2,14/03/1943,-845830800.0
472,1942-43,23,Granada,Sevilla,4,3,14/03/1943,-845830800.0
473,1942-43,23,Real Madrid,Athletic Club,2,0,14/03/1943,-845830800.0
474,1942-43,23,Valencia,Castellon,1,2,14/03/1943,-845830800.0
475,1942-43,23,Real Zaragoza,Atletico Aviacion,2,2,14/03/1943,-845830800.0
476,1942-43,24,Athletic Club,Barcelona,5,2,21/03/1943,-845226000.0
477,1942-43,24,Atletico Aviacion,Betis,5,1,21/03/1943,-845226000.0
478,1942-43,24,Celta de Vigo,Castellon,5,0,21/03/1943,-845226000.0
479,1942-43,24,Espanyol,Real Zaragoza,0,0,21/03/1943,-845226000.0
480,1942-43,24,Granada,Valencia,4,2,21/03/1943,-845226000.0
481,1942-43,24,Real Oviedo,Deportivo,1,1,21/03/1943,-845226000.0
482,1942-43,24,Sevilla,Real Madrid,3,0,21/03/1943,-845226000.0
483,1942-43,25,Castellon,Atletico Aviacion,0,0,27/03/1943,-844707600.0
484,1942-43,25,Barcelona,Sevilla,3,1,28/03/1943,-844621200.0
485,1942-43,25,Betis,Espanyol,1,1,28/03/1943,-844621200.0
486,1942-43,25,Celta de Vigo,Valencia,2,0,28/03/1943,-844621200.0
487,1942-43,25,Deportivo,Athletic Club,2,0,28/03/1943,-844621200.0
488,1942-43,25,Real Madrid,Granada,2,2,28/03/1943,-844621200.0
489,1942-43,25,Real Zaragoza,Real Oviedo,1,3,28/03/1943,-844621200.0
490,1942-43,26,Athletic Club,Real Zaragoza,2,0,04/04/1943,-844016400.0
491,1942-43,26,Atletico Aviacion,Celta de Vigo,3,1,04/04/1943,-844016400.0
492,1942-43,26,Espanyol,Castellon,3,1,04/04/1943,-844016400.0
493,1942-43,26,Granada,Barcelona,2,3,04/04/1943,-844016400.0
494,1942-43,26,Real Oviedo,Betis,4,1,04/04/1943,-844016400.0
495,1942-43,26,Sevilla,Deportivo,2,1,04/04/1943,-844016400.0
496,1942-43,26,Valencia,Real Madrid,3,3,04/04/1943,-844016400.0
497,1943-44,1,Atletico Aviacion,Celta de Vigo,7,0,26/09/1943,-828896400.0
498,1943-44,1,Barcelona,Athletic Club,3,3,26/09/1943,-828896400.0
499,1943-44,1,Castellon,Espanyol,2,1,26/09/1943,-828896400.0
500,1943-44,1,Deportivo,Real Madrid,2,2,26/09/1943,-828896400.0
501,1943-44,1,Granada,Real Oviedo,5,2,26/09/1943,-828896400.0
502,1943-44,1,Real Sociedad,Valencia,2,4,26/09/1943,-828896400.0
503,1943-44,1,Sevilla,Sabadell,5,2,26/09/1943,-828896400.0
504,1943-44,2,Athletic Club,Deportivo,3,1,03/10/1943,-828291600.0
505,1943-44,2,Celta de Vigo,Castellon,2,2,03/10/1943,-828291600.0
506,1943-44,2,Espanyol,Real Sociedad,2,2,03/10/1943,-828291600.0
507,1943-44,2,Real Madrid,Sevilla,3,5,03/10/1943,-828291600.0
508,1943-44,2,Real Oviedo,Atletico Aviacion,4,1,03/10/1943,-828291600.0
509,1943-44,2,Sabadell,Granada,2,0,03/10/1943,-828291600.0
510,1943-44,2,Valencia,Barcelona,3,4,03/10/1943,-828291600.0
511,1943-44,3,Atletico Aviacion,Sabadell,4,3,10/10/1943,-827686800.0
512,1943-44,3,Deportivo,Valencia,0,2,10/10/1943,-827686800.0
513,1943-44,3,Espanyol,Celta de Vigo,1,1,10/10/1943,-827686800.0
514,1943-44,3,Granada,Real Madrid,2,2,10/10/1943,-827686800.0
515,1943-44,3,Real Sociedad,Barcelona,1,1,10/10/1943,-827686800.0
516,1943-44,3,Sevilla,Athletic Club,3,0,10/10/1943,-827686800.0
517,1943-44,3,Castellon,Real Oviedo,2,0,12/10/1943,-827514000.0
518,1943-44,4,Athletic Club,Granada,2,2,17/10/1943,-827082000.0
519,1943-44,4,Barcelona,Deportivo,3,3,17/10/1943,-827082000.0
520,1943-44,4,Celta de Vigo,Real Sociedad,0,2,17/10/1943,-827082000.0
521,1943-44,4,Real Madrid,Atletico Aviacion,3,2,17/10/1943,-827082000.0
522,1943-44,4,Real Oviedo,Espanyol,6,1,17/10/1943,-827082000.0
523,1943-44,4,Sabadell,Castellon,1,0,17/10/1943,-827082000.0
524,1943-44,4,Valencia,Sevilla,8,0,17/10/1943,-827082000.0
525,1943-44,5,Atletico Aviacion,Athletic Club,2,1,24/10/1943,-826477200.0
526,1943-44,5,Castellon,Real Madrid,2,1,24/10/1943,-826477200.0
527,1943-44,5,Celta de Vigo,Real Oviedo,0,5,24/10/1943,-826477200.0
528,1943-44,5,Espanyol,Sabadell,5,1,24/10/1943,-826477200.0
529,1943-44,5,Granada,Valencia,1,3,24/10/1943,-826477200.0
530,1943-44,5,Real Sociedad,Deportivo,2,3,24/10/1943,-826477200.0
531,1943-44,5,Sevilla,Barcelona,2,2,24/10/1943,-826477200.0
532,1943-44,6,Athletic Club,Castellon,2,3,07/11/1943,-825267600.0
533,1943-44,6,Barcelona,Granada,7,2,07/11/1943,-825267600.0
534,1943-44,6,Deportivo,Sevilla,0,3,07/11/1943,-825267600.0
535,1943-44,6,Real Madrid,Espanyol,3,1,07/11/1943,-825267600.0
536,1943-44,6,Real Oviedo,Real Sociedad,3,3,07/11/1943,-825267600.0
537,1943-44,6,Sabadell,Celta de Vigo,4,0,07/11/1943,-825267600.0
538,1943-44,6,Valencia,Atletico Aviacion,2,2,07/11/1943,-825267600.0
539,1943-44,7,Atletico Aviacion,Barcelona,2,1,14/11/1943,-824662800.0
540,1943-44,7,Castellon,Valencia,1,1,14/11/1943,-824662800.0
541,1943-44,7,Celta de Vigo,Real Madrid,1,0,14/11/1943,-824662800.0
542,1943-44,7,Espanyol,Athletic Club,4,0,14/11/1943,-824662800.0
543,1943-44,7,Granada,Deportivo,2,2,14/11/1943,-824662800.0
544,1943-44,7,Real Sociedad,Sevilla,0,0,14/11/1943,-824662800.0
545,1943-44,7,Real Oviedo,Sabadell,9,2,14/11/1943,-824662800.0
546,1943-44,8,Athletic Club,Celta de Vigo,5,1,21/11/1943,-824058000.0
547,1943-44,8,Barcelona,Castellon,1,0,21/11/1943,-824058000.0
548,1943-44,8,Deportivo,Atletico Aviacion,2,4,21/11/1943,-824058000.0
549,1943-44,8,Sabadell,Real Sociedad,2,0,21/11/1943,-824058000.0
550,1943-44,8,Sevilla,Granada,4,1,21/11/1943,-824058000.0
551,1943-44,8,Valencia,Espanyol,4,0,21/11/1943,-824058000.0
552,1943-44,8,Real Madrid,Real Oviedo,2,1,23/11/1943,-823885200.0
553,1943-44,9,Atletico Aviacion,Sevilla,2,2,28/11/1943,-823453200.0
554,1943-44,9,Castellon,Deportivo,2,1,28/11/1943,-823453200.0
555,1943-44,9,Celta de Vigo,Valencia,1,2,28/11/1943,-823453200.0
556,1943-44,9,Espanyol,Barcelona,1,3,28/11/1943,-823453200.0
557,1943-44,9,Real Sociedad,Granada,3,0,28/11/1943,-823453200.0
558,1943-44,9,Real Oviedo,Athletic Club,1,2,28/11/1943,-823453200.0
559,1943-44,9,Sabadell,Real Madrid,1,3,28/11/1943,-823453200.0
560,1943-44,10,Athletic Club,Sabadell,4,3,05/12/1943,-822848400.0
561,1943-44,10,Barcelona,Celta de Vigo,3,0,05/12/1943,-822848400.0
562,1943-44,10,Deportivo,Espanyol,3,1,05/12/1943,-822848400.0
563,1943-44,10,Granada,Atletico Aviacion,2,3,05/12/1943,-822848400.0
564,1943-44,10,Real Madrid,Real Sociedad,4,1,05/12/1943,-822848400.0
565,1943-44,10,Sevilla,Castellon,4,0,05/12/1943,-822848400.0
566,1943-44,10,Valencia,Real Oviedo,5,3,05/12/1943,-822848400.0
567,1943-44,11,Castellon,Granada,0,2,12/12/1943,-822243600.0
568,1943-44,11,Celta de Vigo,Deportivo,0,0,12/12/1943,-822243600.0
569,1943-44,11,Espanyol,Sevilla,3,2,12/12/1943,-822243600.0
570,1943-44,11,Real Sociedad,Atletico Aviacion,2,0,12/12/1943,-822243600.0
571,1943-44,11,Real Madrid,Athletic Club,1,3,12/12/1943,-822243600.0
572,1943-44,11,Real Oviedo,Barcelona,3,3,12/12/1943,-822243600.0
573,1943-44,11,Sabadell,Valencia,2,4,12/12/1943,-822243600.0
574,1943-44,12,Atletico Aviacion,Castellon,2,0,19/12/1943,-821638800.0
575,1943-44,12,Barcelona,Sabadell,5,0,19/12/1943,-821638800.0
576,1943-44,12,Deportivo,Real Oviedo,1,0,19/12/1943,-821638800.0
577,1943-44,12,Granada,Espanyol,4,0,19/12/1943,-821638800.0
578,1943-44,12,Real Sociedad,Athletic Club,1,4,19/12/1943,-821638800.0
579,1943-44,12,Sevilla,Celta de Vigo,4,3,19/12/1943,-821638800.0
580,1943-44,12,Valencia,Real Madrid,1,0,19/12/1943,-821638800.0
581,1943-44,13,Athletic Club,Valencia,2,1,02/01/1944,-820429200.0
582,1943-44,13,Castellon,Real Sociedad,3,0,02/01/1944,-820429200.0
583,1943-44,13,Celta de Vigo,Granada,0,1,02/01/1944,-820429200.0
584,1943-44,13,Espanyol,Atletico Aviacion,1,2,02/01/1944,-820429200.0
585,1943-44,13,Real Madrid,Barcelona,0,1,02/01/1944,-820429200.0
586,1943-44,13,Real Oviedo,Sevilla,5,1,02/01/1944,-820429200.0
587,1943-44,13,Sabadell,Deportivo,3,1,02/01/1944,-820429200.0
588,1943-44,14,Athletic Club,Barcelona,2,1,09/01/1944,-819824400.0
589,1943-44,14,Celta de Vigo,Atletico Aviacion,1,2,09/01/1944,-819824400.0
590,1943-44,14,Espanyol,Castellon,0,1,09/01/1944,-819824400.0
591,1943-44,14,Real Madrid,Deportivo,3,0,09/01/1944,-819824400.0
592,1943-44,14,Real Oviedo,Granada,2,0,09/01/1944,-819824400.0
593,1943-44,14,Sabadell,Sevilla,1,1,09/01/1944,-819824400.0
594,1943-44,14,Valencia,Real Sociedad,3,0,09/01/1944,-819824400.0
595,1943-44,15,Atletico Aviacion,Real Oviedo,1,2,16/01/1944,-819219600.0
596,1943-44,15,Barcelona,Valencia,1,1,16/01/1944,-819219600.0
597,1943-44,15,Castellon,Celta de Vigo,2,0,16/01/1944,-819219600.0
598,1943-44,15,Deportivo,Athletic Club,1,0,16/01/1944,-819219600.0
599,1943-44,15,Granada,Sabadell,2,1,16/01/1944,-819219600.0
600,1943-44,15,Real Sociedad,Espanyol,6,1,16/01/1944,-819219600.0
601,1943-44,15,Sevilla,Real Madrid,1,1,16/01/1944,-819219600.0
602,1943-44,16,Athletic Club,Sevilla,0,1,23/01/1944,-818614800.0
603,1943-44,16,Barcelona,Real Sociedad,2,0,23/01/1944,-818614800.0
604,1943-44,16,Celta de Vigo,Espanyol,0,1,23/01/1944,-818614800.0
605,1943-44,16,Real Madrid,Granada,2,2,23/01/1944,-818614800.0
606,1943-44,16,Real Oviedo,Castellon,3,0,23/01/1944,-818614800.0
607,1943-44,16,Sabadell,Atletico Aviacion,4,1,23/01/1944,-818614800.0
608,1943-44,16,Valencia,Deportivo,3,0,23/01/1944,-818614800.0
609,1943-44,17,Atletico Aviacion,Real Madrid,3,1,30/01/1944,-818010000.0
610,1943-44,17,Castellon,Sabadell,4,0,30/01/1944,-818010000.0
611,1943-44,17,Deportivo,Barcelona,1,4,30/01/1944,-818010000.0
612,1943-44,17,Espanyol,Real Oviedo,2,0,30/01/1944,-818010000.0
613,1943-44,17,Granada,Athletic Club,0,0,30/01/1944,-818010000.0
614,1943-44,17,Real Sociedad,Celta de Vigo,1,1,30/01/1944,-818010000.0
615,1943-44,17,Sevilla,Valencia,0,2,30/01/1944,-818010000.0
616,1943-44,18,Athletic Club,Atletico Aviacion,0,0,06/02/1944,-817405200.0
617,1943-44,18,Barcelona,Sevilla,1,1,06/02/1944,-817405200.0
618,1943-44,18,Deportivo,Real Sociedad,0,0,06/02/1944,-817405200.0
619,1943-44,18,Real Madrid,Castellon,3,0,06/02/1944,-817405200.0
620,1943-44,18,Real Oviedo,Celta de Vigo,5,1,06/02/1944,-817405200.0
621,1943-44,18,Sabadell,Espanyol,0,0,06/02/1944,-817405200.0
622,1943-44,18,Valencia,Granada,3,0,06/02/1944,-817405200.0
623,1943-44,19,Atletico Aviacion,Valencia,4,2,13/02/1944,-816800400.0
624,1943-44,19,Castellon,Athletic Club,5,0,13/02/1944,-816800400.0
625,1943-44,19,Celta de Vigo,Sabadell,0,3,13/02/1944,-816800400.0
626,1943-44,19,Espanyol,Real Madrid,1,1,13/02/1944,-816800400.0
627,1943-44,19,Granada,Barcelona,2,0,13/02/1944,-816800400.0
628,1943-44,19,Real Sociedad,Real Oviedo,2,2,13/02/1944,-816800400.0
629,1943-44,19,Sevilla,Deportivo,2,2,13/02/1944,-816800400.0
630,1943-44,20,Athletic Club,Espanyol,1,1,20/02/1944,-816195600.0
631,1943-44,20,Barcelona,Atletico Aviacion,4,5,20/02/1944,-816195600.0
632,1943-44,20,Deportivo,Granada,2,2,20/02/1944,-816195600.0
633,1943-44,20,Real Madrid,Celta de Vigo,3,0,20/02/1944,-816195600.0
634,1943-44,20,Sabadell,Real Oviedo,3,3,20/02/1944,-816195600.0
635,1943-44,20,Sevilla,Real Sociedad,4,0,20/02/1944,-816195600.0
636,1943-44,20,Valencia,Castellon,2,0,20/02/1944,-816195600.0
637,1943-44,21,Atletico Aviacion,Deportivo,4,2,05/03/1944,-814986000.0
638,1943-44,21,Castellon,Barcelona,3,0,05/03/1944,-814986000.0
639,1943-44,21,Celta de Vigo,Athletic Club,3,2,05/03/1944,-814986000.0
640,1943-44,21,Espanyol,Valencia,0,3,05/03/1944,-814986000.0
641,1943-44,21,Granada,Sevilla,2,1,05/03/1944,-814986000.0
642,1943-44,21,Real Sociedad,Sabadell,0,1,05/03/1944,-814986000.0
643,1943-44,21,Real Oviedo,Real Madrid,2,0,05/03/1944,-814986000.0
644,1943-44,22,Athletic Club,Real Oviedo,2,1,12/03/1944,-814381200.0
645,1943-44,22,Barcelona,Espanyol,1,3,12/03/1944,-814381200.0
646,1943-44,22,Deportivo,Castellon,3,2,12/03/1944,-814381200.0
647,1943-44,22,Granada,Real Sociedad,1,0,12/03/1944,-814381200.0
648,1943-44,22,Real Madrid,Sabadell,4,1,12/03/1944,-814381200.0
649,1943-44,22,Sevilla,Atletico Aviacion,4,2,12/03/1944,-814381200.0
650,1943-44,22,Valencia,Celta de Vigo,5,1,12/03/1944,-814381200.0
651,1943-44,23,Atletico Aviacion,Granada,0,0,19/03/1944,-813776400.0
652,1943-44,23,Castellon,Sevilla,1,2,19/03/1944,-813776400.0
653,1943-44,23,Celta de Vigo,Barcelona,2,2,19/03/1944,-813776400.0
654,1943-44,23,Espanyol,Deportivo,7,0,19/03/1944,-813776400.0
655,1943-44,23,Real Sociedad,Real Madrid,2,1,19/03/1944,-813776400.0
656,1943-44,23,Real Oviedo,Valencia,2,1,19/03/1944,-813776400.0
657,1943-44,23,Sabadell,Athletic Club,5,1,19/03/1944,-813776400.0
658,1943-44,24,Athletic Club,Real Madrid,1,2,26/03/1944,-813171600.0
659,1943-44,24,Atletico Aviacion,Real Sociedad,6,2,26/03/1944,-813171600.0
660,1943-44,24,Barcelona,Real Oviedo,3,1,26/03/1944,-813171600.0
661,1943-44,24,Deportivo,Celta de Vigo,3,2,26/03/1944,-813171600.0
662,1943-44,24,Granada,Castellon,1,1,26/03/1944,-813171600.0
663,1943-44,24,Sevilla,Espanyol,1,2,26/03/1944,-813171600.0
664,1943-44,24,Valencia,Sabadell,2,1,26/03/1944,-813171600.0
665,1943-44,25,Athletic Club,Real Sociedad,3,0,02/04/1944,-812566800.0
666,1943-44,25,Castellon,Atletico Aviacion,3,2,02/04/1944,-812566800.0
667,1943-44,25,Celta de Vigo,Sevilla,1,5,02/04/1944,-812566800.0
668,1943-44,25,Espanyol,Granada,2,0,02/04/1944,-812566800.0
669,1943-44,25,Real Madrid,Valencia,1,1,02/04/1944,-812566800.0
670,1943-44,25,Real Oviedo,Deportivo,4,2,02/04/1944,-812566800.0
671,1943-44,25,Sabadell,Barcelona,3,2,02/04/1944,-812566800.0
672,1943-44,26,Atletico Aviacion,Espanyol,3,1,09/04/1944,-811962000.0
673,1943-44,26,Barcelona,Real Madrid,1,2,09/04/1944,-811962000.0
674,1943-44,26,Deportivo,Sabadell,0,4,09/04/1944,-811962000.0
675,1943-44,26,Granada,Celta de Vigo,5,2,09/04/1944,-811962000.0
676,1943-44,26,Real Sociedad,Castellon,2,3,09/04/1944,-811962000.0
677,1943-44,26,Sevilla,Real Oviedo,2,2,09/04/1944,-811962000.0
678,1943-44,26,Valencia,Athletic Club,5,4,09/04/1944,-811962000.0
679,1944-45,1,Athletic Club,Castellon,1,3,24/09/1944,-797446800.0
680,1944-45,1,Atletico Aviacion,Barcelona,1,1,24/09/1944,-797446800.0
681,1944-45,1,Deportivo,Murcia,3,1,24/09/1944,-797446800.0
682,1944-45,1,Espanyol,Sporting de Gijon,0,0,24/09/1944,-797446800.0
683,1944-45,1,Real Oviedo,Real Madrid,4,0,24/09/1944,-797446800.0
684,1944-45,1,Sevilla,Granada,4,1,24/09/1944,-797446800.0
685,1944-45,1,Valencia,Sabadell,1,1,24/09/1944,-797446800.0
686,1944-45,2,Barcelona,Real Oviedo,0,1,01/10/1944,-796842000.0
687,1944-45,2,Castellon,Sevilla,2,2,01/10/1944,-796842000.0
688,1944-45,2,Sporting de Gijon,Deportivo,3,3,01/10/1944,-796842000.0
689,1944-45,2,Granada,Atletico Aviacion,2,1,01/10/1944,-796842000.0
690,1944-45,2,Murcia,Valencia,2,1,01/10/1944,-796842000.0
691,1944-45,2,Real Madrid,Espanyol,3,0,01/10/1944,-796842000.0
